English,Bangla,Marma,label
"If it rains, we will get wet","যদি বৃষ্টি হয়, আমরা ভিজে যাব","মু মু ছুগ্যে, ঙো রু্ওয়ারে চু্ওয়েকেহো ব্যা",ntr
The dog is dead,কুকুরটি মারা গেছে,য়া সিই ফাব্যা,neg
Where do you want to go?,আপনি কোথায় যেতে চান?,কো লাখ্যাং আদো রে লে?,pos
I don't like it,আমি এটা পছন্দ করি না,ঙা মা্সায়া,neg
I am lost,আমি হারিয়ে গিয়েছি।,ঙা ফাব্যা,neg
Do you have any ideas about this?,আপনার কোন ধারণা আছে এই ব্যাপারে?,কো য়াছাগো য়ুব ত্খুমসা সিক্ড়ি,ntr
I am busy with my homework.,আমি আমার বাড়ির কাজ নিয়ে ব্যস্ত,ঙা ইংমা অ্গো,ntr
His father looks healthy.,তার বাবা সুস্থ দেখাচ্ছে,য়াসু আ্ফা ররেখে রে,pos
I love you.,আমি তোমায় ভালোবাসি,ঙা কো ক্রতে,pos
How are you?,আপনি কেমন আছেন,আকং হিঃরিল?,ntr
I am very happy.,আমি অত্যন্ত খুশি,ঙা প্য় আমা রেয়,pos
What can I do for you?,আমি আপনার জন্য কি করতে পারি?,কো কিজু আ্চা প্যাংন্হেং হুলে,ntr
Why were you so angry?,তুমি এত রেগে গেলে কেন?,তাউরে আস্যা মেং নাং লে?,neg
Will you help me?,আপনি কি আমাকে সাহায্য করবেন?,কো ঙাগো ত্খ্যাক্ কু ন্হেং হো,pos
I'm not bothering you,আমি তোমাকে বিরক্ত করছি না,নাক্ কো ম্জালে,pos
See you next week,পরের সপ্তাহে দেখা হবে,লেমি মা আ্তুই ক্যামে,ntr
Have a nice day!,একটি ভালো দিন কাটুক!,ত্রা্ক আহ্লাপা নিং বে,pos
I don't like it,আমি এটা পছন্দ করি না,ইচা মা্সায়া,neg
They're good people,তারা ভালো মানুষ,আ্মা য়াস্রু আঁকং লু,pos
She was alone.,তিনি একা ছিলেন,নুং য়াঃসু খ্যাং হিঃরেলেয়,neg
I can't see anything,আমি কিছুই দেখতে পাচ্ছি না,ত্খু্বাং ম্রাং,ntr
See you next week,পরের সপ্তাহে দেখা হবে,লেমি মা আ্তুই ক্যামে,ntr
They're good people,তারা ভালো মানুষ,লু আ্মা আঁকং য়াস্রু,pos
Are you feeling better?,আপনি ভাল অনুভব করছেন?,কং মা কো রে তুইরে ল?,pos
Did you do it yourself?,আপনি কি নিজের থেকে এটা করেছেন?,কো কোমাকো প্যাং চা য়াং?,ntr
Where is the beautiful girl?,সুন্দরী মেয়েটি কোথায়?,আহ্লামা জামালেই?,pos
We started walking,আমরা হাঁটতে শুরু করলাম,ঙো সোওয়ারেব্যা,ntr
Will you dance with me?,তুমি কি আমার সাথে নাচবে?,নাং ঙালা,ntr
I can't stop.,আমি থামতে পারি না,ঙা ম্টে টেংহো,pos
Can you tell me?,আপনি কি আমাকে বলতে পারেন?,কো ঙা গো ন্হেংরেয় ল?,ntr
His smile was funny.,তার হাসি হাস্যকর ছিল,য়াসু হা্কচা আ্মা রিখ্যং,pos
His dream came true.,তার স্বপ্ন সত্যি হয়েছে,য়াসু ইংমাউ ফ্ররে,pos
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,ম্নাথংলি চ্গা য়াসু,neg
That's my book.,যে আমার বই,য়াচা ঙা চা,ntr
Are you serious?,তুমি কি সিরিয়াস?,ল? আম্হেং নাং,neg
Why were you so angry?,তুমি এত রেগে গেলে কেন?,নাং আস্যা তাউরে মেং লে?,neg
Will you come here?,তুমি কি এখানে আসবে,লেহো ইদু নাং ল?,ntr
Let me see.,আমাকে দেখতে দাও,ঙা গো পি,ntr
Are you hungry?,তুমি কী ক্ষুধার্ত?,ঙা মওয়ে্প,ntr
Will you dance with me?,তুমি কি আমার সাথে নাচবে?,কাহোল? ঙালা নাং,ntr
His joy is evident on his face.,তার আনন্দ তার মুখে ফুটে উঠেছে,য়াসু প্যচা য়াসু ব্যা। ম্রাংরা রে ম্যাকন্হামা,pos
Have you finished work?,তুমি কি কাজ শেষ করেছ?,নাং মা টুংগব্যায়াং?,ntr
Get well soon.,শীঘ্রই সুস্থ হয়ে উঠুন,আয়াং কেন্থা আকং ফ্রপ,pos
I don't like it,আমি এটা পছন্দ করি না,ইচা ঙা,neg
I am ready to start.,আমি শুরু করতে প্রস্তুত,চা ন্হেং রেব্যা,pos
We want something new,আমরা নতুন কিছু চাই,লুরে অস টখুমসা ঙো,pos
There is nothing wrong with him,তার সাথে কোন ভুল নেই,য়াসুলা ব আম্হা ত্খুবাং মিহি,pos
My father is in his room.,আমার বাবা তার রুমে আছেন,ঙো বাবা আফা/ অফা/ নেংমা হিরে,ntr
There is nothing wrong with him,তার সাথে কোন ভুল নেই,য়াসুলা আম্হা ত্খুবাং ব মিহি,pos
I am angry with him.,আমি তার সাথে রাগান্বিত,ঙা য়াসু গো মেং,neg
Can you come?,তুমি কি আসতে পারবে?,নাং হোলঃ? লেনহেং,ntr
How do you get to school?,তুমি কিভাবে স্কুলে আস?,নাং চাক্যং প্যাংব ম্জং দো লেটে লে?,ntr
Have a nice trip.,আপনার যাত্রা শুভ হোক,ফ্রলি রা্ক আকং কো,pos
I don't like it,আমি এটা পছন্দ করি না,ইচা মা্সায়া ঙা,neg
She was brave.,তিনি সাহসী ছিল,ম্ক্র ম্লেং হিঃরেলেয়,pos
I can do this.,আমি এই কাজ করতে পারি,ঙা ই অ্লুঃ ন্হেংরে লু,ntr
When was he born?,সে কখন জন্মেছিল?,য়াসু মুইংরে লে?,ntr
I am very proud of my mother.,আমি আমার মাকে নিয়ে খুব গর্বিত,ঙা দ দ গো য়ুব আ্মা প্যরে,pos
