English,Bangla,Marma,label
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা কো লা চ্গা ম্হক্,neg
This is not a joke,এটি তামাশা না,ম্হক্ স্যইংচা,neg
They agree to work together,তারা একসঙ্গে কাজ করতে রাজি হয়েছে,ত্লামা অ্যালুলুকেহু মনে গেড়ে,pos
There are many problems to solve,সমাধান করার জন্য অনেক সমস্যা আছে,প্যাংহো কিজু এর্মা হীরে সমস্যা,neg
We want something new,আমরা নতুন কিছু চাই,অস ঙো টখুমসা লুরে,pos
Are you serious?,তুমি কি সিরিয়াস?,নাং আম্হেং ল?,neg
I am lost,আমি হারিয়ে গিয়েছি।,ঙা ফাব্যা,neg
His smile was funny.,তার হাসি হাস্যকর ছিল,হা্কচা য়াসু আ্মা রিখ্যং ফুওয়ে,pos
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,নাং আচাস্যা ন্গ্যবলে?,neg
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,য়াসু ম্নাথংলি,neg
Can I help you?,আমি কি সাহায্য করতে পারি?,ঙা হোলঃ? নুইং কুহু,pos
Have a good time.,একটি ভাল সময় আছে,হিরে আকং আখ্যিং ট্খু্ক,pos
What is your destination?,আপনার গন্তব্য কি?,আদো লারে লে?,ntr
I don't speak very well.,আমি খুব ভাল কথা বলি না,আকোং চ্গা মপ্র,neg
Where do you want to go?,আপনি কোথায় যেতে চান?,কো আদো লে? রে লাখ্যাং,pos
I am counting on you.,আমি তোমার উপর নির্ভর করছি,সিরিব্যা না্গকোরা ঙা,ntr
This is not a joke,এটি তামাশা না,ইচা স্যইংচা ম্হক্,neg
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা লা চ্গা ত্খৈং ম্হক্,neg
Have you finished?,তুমি কি শেষ করেছ?,নাঃমা টুংব্যা,ntr
Have a nice trip.,আপনার যাত্রা শুভ হোক,কো রা্ক আকং,pos
My father is tall.,আমার বাবা লম্বা,বাবা আ্হ্রিঠং,ntr
This story is true,এই গল্প সত্য,ইচা আ্কং,pos
Is the job still available?,চাকরি কি এখনও পাওয়া যায়?,সাগ্রী আগু লে সৌ রারে ল?,ntr
How much will it cost?,এটা কত খরচ হবে?,ইচা খ্র ফ্রহুলে?,ntr
Will you come here?,তুমি কি এখানে আসবে,লেহো ইদু নাং ল?,ntr
"If he comes, tell him to wait","যদি তিনি আসেন, তাকে অপেক্ষা করতে বলুন",য়াসু লেহো ছুগ্যে য়াসু গো চং ছু ল,ntr
Why did you leave?,তুমি কেন ছেড়ে দিলে,টিলে? ফ্রুল আস্যা,neg
How is everyone at your house?,তোমার বাসার সবাই কেমন আছে?,নাং রোমা ইংসা রোনা ম্জং লে?,ntr
His horse jumped over the fence.,তার ঘোড়া বেড়ার উপর লাফিয়ে উঠল,য়াসু ম্রাং য়াসু ছুই আথাউমা তাউরে,ntr
I'm crazy with you.,আমি তোমার সাথে পাগল,নাক্ লা ব রুউরে,neg
I am busy right now.,আমি এই মুহূর্তে ব্যস্ত,অ্গো অ্লুমা,ntr
I really miss you,আমি তোমাকে সত্যি মিস করছি,অউমিংরে নাক্ কো অ্কংকং ঙা,neg
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,ন্গ্যবলে? গ্নি আচাস্যা নাং,neg
Don't be sad.,দু: খিত হবেন না,অউ ম্স্যুক্যে,pos
His house is very tall.,তার বাড়ি অনেক লম্বা,য়াসু এরমা ইং আহ্রি,ntr
His horse jumped over the fence.,তার ঘোড়া বেড়ার উপর লাফিয়ে উঠল,য়াসু ম্রাং য়াসু ছুই আথাউমা খুংব,ntr
It's nice to meet you,তোমার সাথে দেখা করে ভালো লাগলো,লা আতুই খেংব কংহারে,pos
Are you serious?,তুমি কি সিরিয়াস?,নাং ল? আম্হেং,neg
I am not a doctor.,আমি একজন ডাক্তার নই,ডা্কত ম্হক,ntr
Please do that again.,দয়া করে সেটা আবার করুন,য়াচা প্যাংলঃ অরঃ ত্ব্রেং ত্খ্যাঃ মে,pos
I am angry with him.,আমি তার সাথে রাগান্বিত,ঙা গো মেং তাউতে,neg
I am ready to start.,আমি শুরু করতে প্রস্তুত,চা রেব্যা ন্হেং ঙা,pos
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,গ্নি নাং আচাস্যা,neg
I really miss you,আমি তোমাকে সত্যি মিস করছি,নাক্ ঙা কো অ্কংকং অউমিংরে,neg
Don't be sad.,দু: খিত হবেন না,অউ ম্স্যুক্যে,pos
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা কো লা ম্হক্ ত্খৈং,neg
Which team will win the game?,খেলা কোন দল জিতবে?,অংহো? আসু খ্যলা,pos
She was alone.,তিনি একা ছিলেন,য়াঃসু খ্যাং,neg
I have no idea,আমার কোন ধারণা নাই,মি্সি ত্খোবাং ঙা,neg
I am angry with him.,আমি তার সাথে রাগান্বিত,মেং তাউতে গো ঙা য়াসু,neg
His shoes are red.,তার জুতা লাল,য়াসু র্রে,ntr
I miss you.,আমার আপনাকে মনে পরছে,কোগো তোওড়ারেয়,neg
Why were you so angry?,তুমি এত রেগে গেলে কেন?,মেং আস্যা নাং তাউরে লে?,neg
There was no one there,সেখানে কেউ ছিল না,য়াদে ত্যক্পাং মিহিলি,neg
You are so brave,আপনি খুব সাহসী,নাং ত্ফি ব্যাং,pos
